,sentence,outlet,topic,type,group_id,num_sent,Label_bias,Label_opinion,biased_words,outliers,tokenized_sentence
286,It’s also why attempts to portray pro-lifers as racists smack of disingenuousness.,federalist,abortion,right,15,1,Biased,Expresses writer’s opinion,"['disingenuousness', 'portray', 'pro-lifers']","{'portray', 'smack', 'pro-lifers', 'attempts', 'racists'}","['it’s', 'also', 'why', 'attempts', 'to', 'portray', 'pro-lifers', 'as', 'racists', 'smack', 'of', 'disingenuousness.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
287,"As the United States women’s national team clinched their fourth World Cup title on Sunday, fans across New York City gathered at local watering holes and match parties, striking an optimistic tone about the future of the women’s game.",reuters,sport,center,15,1,No agreement,No agreement,"['optimistic', 'tone', 'clinched']","{'title', 'watering', 'holes', 'clinched'}","['as', 'the', 'united', 'states', 'women’s', 'national', 'team', 'clinched', 'their', 'fourth', 'world', 'cup', 'title', 'on', 'sunday,', 'fans', 'across', 'new', 'york', 'city', 'gathered', 'at', 'local', 'watering', 'holes', 'and', 'match', 'parties,', 'striking', 'an', 'optimistic', 'tone', 'about', 'the', 'future', 'of', 'the', 'women’s', 'game.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
288,The Brazilian superstar’s career is a testament to what’s possible in women’s soccer — and also a reminder of how little attention the sport still receives.,huffpost,sport,left,15,1,Biased,Expresses writer’s opinion,"['superstar’s', 'little', 'attention']","{'soccer', 'brazilian', 'sport'}","['the', 'brazilian', 'superstar’s', 'career', 'is', 'a', 'testament', 'to', 'what’s', 'possible', 'in', 'women’s', 'soccer', '—', 'and', 'also', 'a', 'reminder', 'of', 'how', 'little', 'attention', 'the', 'sport', 'still', 'receives.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
289,Refugees have become a hot button issue as millions attempted to flee the terrorist group ISIS and the southern border was swamped with asylum claims.,fox-news,immigration,right,15,1,No agreement,No agreement,"['hot', 'button', 'issue', 'swamped']","{'asylum', 'swamped', 'button', 'refugees'}","['refugees', 'have', 'become', 'a', 'hot', 'button', 'issue', 'as', 'millions', 'attempted', 'to', 'flee', 'the', 'terrorist', 'group', 'isis', 'and', 'the', 'southern', 'border', 'was', 'swamped', 'with', 'asylum', 'claims.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
290,"Last year, XFL Commissioner Oliver Luck noted that the XFL reached out to Kaepernick, but the former NFL player demanded absurdly high $20 million a season salary.",breitbart,sport,right,15,1,Biased,Somewhat factual but also opinionated,"['absurdly', 'high']","{'player', 'million', 'oliver', 'commissioner', 'absurdly', 'season'}","['last', 'year,', 'xfl', 'commissioner', 'oliver', 'luck', 'noted', 'that', 'the', 'xfl', 'reached', 'out', 'to', 'kaepernick,', 'but', 'the', 'former', 'nfl', 'player', 'demanded', 'absurdly', 'high', '$20', 'million', 'a', 'season', 'salary.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
291,"Alarmingly, the Trump administration wants to take the reins off payday lenders.",huffpost,student-debt,left,15,1,Biased,Expresses writer’s opinion,['Alarmingly'],"{'payday', 'wants', 'administration', 'reins', 'trump'}","['alarmingly,', 'the', 'trump', 'administration', 'wants', 'to', 'take', 'the', 'reins', 'off', 'payday', 'lenders.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
292,"When the Muslim ban was first enacted, it triggered chaos at airports and prompted widespread protest and legal challenges, and it continues to impose devastating costs on families and people who wish to come to the U.S.",alternet,immigration,left,15,1,Biased,Somewhat factual but also opinionated,"['chaos', 'devastating', 'triggered']","{'airports', 'muslim'}","['when', 'the', 'muslim', 'ban', 'was', 'first', 'enacted,', 'it', 'triggered', 'chaos', 'at', 'airports', 'and', 'prompted', 'widespread', 'protest', 'and', 'legal', 'challenges,', 'and', 'it', 'continues', 'to', 'impose', 'devastating', 'costs', 'on', 'families', 'and', 'people', 'who', 'wish', 'to', 'come', 'to', 'the', 'u.s.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
293,This argument that the real way to end abortion is to make abortion unnecessary by establishing a generous cradle-to-grave welfare state is also an extension of the dishonest taunt that conservative Christians only care about babies before they’re born.,federalist,abortion,right,15,1,Biased,Expresses writer’s opinion,"['dishonest', 'taunt']","{'dishonest', 'taunt', 'extension', 'christians', 'cradle-to-grave'}","['this', 'argument', 'that', 'the', 'real', 'way', 'to', 'end', 'abortion', 'is', 'to', 'make', 'abortion', 'unnecessary', 'by', 'establishing', 'a', 'generous', 'cradle-to-grave', 'welfare', 'state', 'is', 'also', 'an', 'extension', 'of', 'the', 'dishonest', 'taunt', 'that', 'conservative', 'christians', 'only', 'care', 'about', 'babies', 'before', 'they’re', 'born.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
294,The new year brought continued tensions along the U.S.-Mexico border as U.S. authorities fired tear gas at migrants from the Central American caravan that has gathered there.,fox-news,immigration,right,15,1,Non-biased,Entirely factual,"['continued', 'tensions']","{'migrants', 'u.s.-mexico', 'caravan', 'border', 'american', 'tensions', 'there.'}","['the', 'new', 'year', 'brought', 'continued', 'tensions', 'along', 'the', 'u.s.-mexico', 'border', 'as', 'u.s.', 'authorities', 'fired', 'tear', 'gas', 'at', 'migrants', 'from', 'the', 'central', 'american', 'caravan', 'that', 'has', 'gathered', 'there.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
295,President Trump is culpable in the preventable deaths of tens of thousands of Americans due to the evisceration of environmental protections in addition to the preventable deaths of tens of thousands of other Americans due to Trump’s disastrous response to the COVID-19 pandemic.,alternet,environment,left,15,1,Biased,Expresses writer’s opinion,"['culpable', 'preventable', 'evisceration', 'disastrous', 'response', 'deaths']","{'americans', 'deaths', 'evisceration', 'culpable', 'protections', 'trump', 'preventable'}","['president', 'trump', 'is', 'culpable', 'in', 'the', 'preventable', 'deaths', 'of', 'tens', 'of', 'thousands', 'of', 'americans', 'due', 'to', 'the', 'evisceration', 'of', 'environmental', 'protections', 'in', 'addition', 'to', 'the', 'preventable', 'deaths', 'of', 'tens', 'of', 'thousands', 'of', 'other', 'americans', 'due', 'to', 'trump’s', 'disastrous', 'response', 'to', 'the', 'covid-19', 'pandemic.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
296,"But in an age when anti-vaccine conspiracy theories travel far and wide online and many parents are afraid of taking their pediatrician’s advice, Kentucky’s loose vaccination laws directly incentivize parents to follow Bevin’s lead.",alternet,vaccines,left,15,1,Biased,Expresses writer’s opinion,"['conspiracy', 'theories', 'loose']","{'conspiracy', 'anti-vaccine', 'theories', 'incentivize', 'vaccination'}","['but', 'in', 'an', 'age', 'when', 'anti-vaccine', 'conspiracy', 'theories', 'travel', 'far', 'and', 'wide', 'online', 'and', 'many', 'parents', 'are', 'afraid', 'of', 'taking', 'their', 'pediatrician’s', 'advice,', 'kentucky’s', 'loose', 'vaccination', 'laws', 'directly', 'incentivize', 'parents', 'to', 'follow', 'bevin’s', 'lead.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
297,Rep. Andy Barr (R-KY) said at a House Financial Services Committee hearing on Tuesday that Congress created the $1.5 trillion student loan debt crisis affecting 45 million Americans.,breitbart,student-debt,right,15,1,Non-biased,Entirely factual,"['crisis', 'created']","{'trillion', 'tuesday', 'congress'}","['rep.', 'andy', 'barr', '(r-ky)', 'said', 'at', 'a', 'house', 'financial', 'services', 'committee', 'hearing', 'on', 'tuesday', 'that', 'congress', 'created', 'the', '$1.5', 'trillion', 'student', 'loan', 'debt', 'crisis', 'affecting', '45', 'million', 'americans.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
298,"Curiously, both Kelly and Yen seem unaware of the influx of undocumented immigrants pouring into this country daily from countries with very low vaccination rates...",federalist,vaccines,right,15,1,Biased,Expresses writer’s opinion,"['Curiously', 'pouring']","{'pouring', 'kelly', 'undocumented', 'influx', 'vaccination'}","['curiously,', 'both', 'kelly', 'and', 'yen', 'seem', 'unaware', 'of', 'the', 'influx', 'of', 'undocumented', 'immigrants', 'pouring', 'into', 'this', 'country', 'daily', 'from', 'countries', 'with', 'very', 'low', 'vaccination', 'rates...', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
299,"In New York, a mother-to-be faces childbirth without her husband, in Texas, hundreds of women seeking abortions are turned away, across the country, women are facing postponed mammograms and devastated by suspended fertility treatments.",reuters,abortion,center,15,1,No agreement,No agreement,['devastated'],"{'mammograms', 'fertility', 'abortions', 'mother-to-be', 'postponed', 'childbirth', 'devastated'}","['in', 'new', 'york,', 'a', 'mother-to-be', 'faces', 'childbirth', 'without', 'her', 'husband,', 'in', 'texas,', 'hundreds', 'of', 'women', 'seeking', 'abortions', 'are', 'turned', 'away,', 'across', 'the', 'country,', 'women', 'are', 'facing', 'postponed', 'mammograms', 'and', 'devastated', 'by', 'suspended', 'fertility', 'treatments.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
300,"It’s no exaggeration to say that the anti-choice movement, from tip to toe, is stuffed with melodramatic liars and grifters.",alternet,abortion,left,16,1,Biased,Expresses writer’s opinion,"['anti-choice', 'melodramatic', 'liars', 'grifters']","{'stuffed', 'exaggeration', 'melodramatic', 'liars', 'anti-choice'}","['it’s', 'no', '\xa0', 'exaggeration', 'to', 'say', 'that', 'the', 'anti-choice', 'movement,', 'from', 'tip', 'to', 'toe,', 'is', 'stuffed', 'with', 'melodramatic', 'liars', 'and', 'grifters.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
301,"They will not do that by making the Department of Justice even less accountable to elected officials, as Democrats are demanding. They will do it by slashing and burning the bureaucracy and its powers. Government by and for the people will perish from the earth if unelected officials are capable of weaponizing government against the people’s elected representatives.",federalist,elections-2020,right,16,3,Biased,Expresses writer’s opinion,"['slashing', 'and', 'burning', 'weaponizing', 'government', 'perish', 'the']","{'powers.', 'perish', 'slashing', 'democrats', 'unelected', 'bureaucracy'}","['they', 'will', 'not', 'do', 'that', 'by', 'making', 'the', 'department', 'of', 'justice', 'even', 'less', 'accountable', 'to', 'elected', 'officials,', 'as', 'democrats', 'are', 'demanding.', 'they', 'will', 'do', 'it', 'by', 'slashing', 'and', 'burning', 'the', 'bureaucracy', 'and', 'its', 'powers.', 'government', 'by', 'and', 'for', 'the', 'people', 'will', 'perish', 'from', 'the', 'earth', 'if', 'unelected', 'officials', 'are', 'capable']"
302,"Like the costly and controversial Green New Deal, which Booker co-sponsored in the form of a Senate resolution, Booker’s plan aims to address both climate change and economic inequality.",fox-news,environment,right,16,1,Biased,No agreement,"['costly', 'controversial']","{'co-sponsored', 'senate', 'booker'}","['like', 'the', 'costly', 'and', 'controversial', 'green', 'new', 'deal,', 'which', 'booker', 'co-sponsored', 'in', 'the', 'form', 'of', 'a', 'senate', 'resolution,', 'booker’s', 'plan', 'aims', 'to', 'address', 'both', 'climate', 'change', 'and', 'economic', 'inequality.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
303,"Velasquez, 27, is among the nearly 700,000 undocumented young people who were brought to the USA as children and rely on the Deferred Action for Childhood Arrivals program, or DACA, that President Donald Trump wants to terminate.",usa-today,immigration,center,16,1,No agreement,Entirely factual,"['undocumented', 'terminate']","{'donald', 'undocumented', 'arrivals', 'trump', '700,000', 'deferred'}","['velasquez,', '27,', 'is', 'among', 'the', 'nearly', '700,000', 'undocumented', 'young', 'people', 'who', 'were', 'brought', 'to', 'the', 'usa', 'as', 'children', 'and', 'rely', 'on', 'the', 'deferred', 'action', 'for', 'childhood', 'arrivals', 'program,', 'or', 'daca,', 'that', 'president', 'donald', 'trump', 'wants', 'to', 'terminate.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
304,"Ohio's Down syndrome abortion ban and similar proposals around the country have triggered emotional debate over women’s rights, parental love, and the trust between doctor and patient.",msnbc,abortion,left,16,1,Non-biased,Entirely factual,['emotional'],"{'syndrome', 'parental', 'patient.'}","[""ohio's"", 'down', 'syndrome', 'abortion', 'ban', 'and', 'similar', 'proposals', 'around', 'the', 'country', 'have', 'triggered', 'emotional', 'debate', 'over', 'women’s', 'rights,', 'parental', 'love,', 'and', 'the', 'trust', 'between', 'doctor', 'and', 'patient.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
305, Trade jobs such as electricians or carpenters are in demand and provide steady salaries. Policymakers shouldn’t deter students who know a good job when they see it.,federalist,student-debt,right,16,2,Biased,Expresses writer’s opinion,['deter'],"{'electricians', 'carpenters', 'policymakers', 'deter'}","[' ', 'trade', 'jobs', 'such', 'as', 'electricians', 'or', 'carpenters', 'are', 'in', 'demand', 'and', 'provide', 'steady', 'salaries.', 'policymakers', 'shouldn’t', 'deter', 'students', 'who', 'know', 'a', 'good', 'job', 'when', 'they', 'see', 'it.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
306,"Since 2016, Democrats have thrown sand, wrenches, and donkey poo into every gear of government to overturn the results of a free and fair election played by rules.",federalist,vaccines,right,16,1,Biased,Expresses writer’s opinion,"['sand', 'wrenches', 'donkey', 'poo', 'thrown', 'free', 'fair', 'Democrats']","{'overturn', 'rules.', 'democrats', 'donkey'}","['since', '2016,', 'democrats', 'have', 'thrown', 'sand,', 'wrenches,', 'and', 'donkey', 'poo', 'into', 'every', 'gear', 'of', 'government', 'to', 'overturn', 'the', 'results', 'of', 'a', 'free', 'and', 'fair', 'election', 'played', 'by', 'rules.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
